group_id,item_id,cfu,parte,topic,group_text,labels,item_text,correct,source,explanation
45,3,both,2,rdf_owl_vf,"Su RDF, RDFS e OWL nel Web semantico.",V=vero|F=falso,OWL (SROIQ) è un frammento decidibile della logica del primo ordine,V,sisint1,Il ragionamento termina.
45,4,both,2,rdf_owl_vf,"Su RDF, RDFS e OWL nel Web semantico.",V=vero|F=falso,RDF permette di esprimere negazione e quantificazione universale,F,sisint1,Solo ∧ ed ∃.
45,5,both,2,rdf_owl_vf,"Su RDF, RDFS e OWL nel Web semantico.",V=vero|F=falso,SPARQL è un linguaggio per definire ontologie,F,sisint1,Serve a interrogare grafi RDF.
45,6,both,2,rdf_owl_vf,"Su RDF, RDFS e OWL nel Web semantico.",V=vero|F=falso,rdfs:domain vincola la classe dell'oggetto di una proprietà,F,sisint1,Vincola il soggetto (il range l'oggetto).
46,1,both,2,horn_inferenza_vf,Su clausole di Horn e inferenza.,V=vero|F=falso,Una clausola di Horn ha al più un letterale positivo,V,sisint1,Definizione.
46,2,both,2,horn_inferenza_vf,Su clausole di Horn e inferenza.,V=vero|F=falso,Il forward chaining su clausole di Horn ha complessità lineare,V,sisint1,Efficiente.
46,3,both,2,horn_inferenza_vf,Su clausole di Horn e inferenza.,V=vero|F=falso,Il modus ponens è un caso particolare della risoluzione,V,sisint1,Da C e ¬C∨A si ricava A.
46,4,both,2,horn_inferenza_vf,Su clausole di Horn e inferenza.,V=vero|F=falso,Una clausola con due letterali positivi è di Horn,F,sisint1,Al più uno positivo.
46,5,both,2,horn_inferenza_vf,Su clausole di Horn e inferenza.,V=vero|F=falso,Il forward chaining parte dal goal e procede all'indietro,F,sisint1,È data-driven; il backward parte dal goal.
46,6,both,2,horn_inferenza_vf,Su clausole di Horn e inferenza.,V=vero|F=falso,Una formula con ∃ è direttamente una clausola,F,sisint1,Va prima skolemizzata.
47,1,both,2,modelli_logica_vf,"Su modelli, validità e conseguenza logica.",V=vero|F=falso,Una formula valida è vera in tutti i modelli,V,sisint1,Tautologia.
47,2,both,2,modelli_logica_vf,"Su modelli, validità e conseguenza logica.",V=vero|F=falso,KB ⊨ α significa che α è vera in ogni modello in cui KB è vera,V,sisint1,Conseguenza semantica.
47,3,both,2,modelli_logica_vf,"Su modelli, validità e conseguenza logica.",V=vero|F=falso,Una formula insoddisfacibile è falsa in tutti i modelli,V,sisint1,Contraddizione.
47,4,both,2,modelli_logica_vf,"Su modelli, validità e conseguenza logica.",V=vero|F=falso,Una formula soddisfacibile è vera in tutti i modelli,F,sisint1,Basta almeno un modello.
47,5,both,2,modelli_logica_vf,"Su modelli, validità e conseguenza logica.",V=vero|F=falso,La correttezza (soundness) significa derivare tutte le conseguenze,F,sisint1,Quella è la completezza.
47,6,both,2,modelli_logica_vf,"Su modelli, validità e conseguenza logica.",V=vero|F=falso,P è valida se e solo se ¬P è valida,F,sisint1,P valida ⇔ ¬P insoddisfacibile.
